AirportCode,ClimateZone,SurfaceType,SectionID,Age,PCI,HasRehab
DEN,dry-freeze,PCC,19,11,82.61,0
DEN,dry-freeze,PCC,19,12,81.33,0
DEN,dry-freeze,PCC,19,13,85.29,0
DEN,dry-freeze,PCC,19,14,100.0,1
DEN,dry-freeze,PCC,19,15,95.43,0
DEN,dry-freeze,PCC,19,16,95.24,0
DEN,dry-freeze,PCC,19,17,76.96,0
DEN,dry-freeze,PCC,19,18,84.66,0
DEN,dry-freeze,PCC,19,19,82.13,0
DEN,dry-freeze,PCC,19,20,67.81,0
DEN,dry-freeze,PCC,19,21,100.0,1
DEN,dry-freeze,PCC,19,22,95.68,0
DEN,dry-freeze,PCC,19,23,87.91,0
DEN,dry-freeze,PCC,19,24,87.86,0
DEN,dry-freeze,PCC,19,25,92.38,0
DEN,dry-freeze,PCC,19,26,76.97,0
DEN,dry-freeze,PCC,19,27,73.0,0
DEN,dry-freeze,PCC,19,28,97.7,1
DEN,dry-freeze,PCC,19,29,90.5,0
DEN,dry-freeze,PCC,19,30,91.92,0
DEN,dry-freeze,PCC,20,0,92.24,0
DEN,dry-freeze,PCC,20,1,91.92,0
DEN,dry-freeze,PCC,20,2,83.9,0
DEN,dry-freeze,PCC,20,3,85.7,0
DEN,dry-freeze,PCC,20,4,82.67,0
DEN,dry-freeze,PCC,20,5,84.13,0
DEN,dry-freeze,PCC,20,6,72.28,0
DEN,dry-freeze,PCC,20,7,98.65,1
DEN,dry-freeze,PCC,20,8,88.67,0
DEN,dry-freeze,PCC,20,9,87.48,0
DEN,dry-freeze,PCC,20,10,86.54,0
DEN,dry-freeze,PCC,20,11,82.87,0
DEN,dry-freeze,PCC,20,12,69.42,0
DEN,dry-freeze,PCC,20,13,72.92,0
DEN,dry-freeze,PCC,20,14,100.0,1
DEN,dry-freeze,PCC,20,15,95.34,0
DEN,dry-freeze,PCC,20,16,98.89,0
DEN,dry-freeze,PCC,20,17,82.59,0
DEN,dry-freeze,PCC,20,18,76.66,0
DEN,dry-freeze,PCC,20,19,70.52,0
DEN,dry-freeze,PCC,20,20,81.28,0
DEN,dry-freeze,PCC,20,21,100.0,1
DEN,dry-freeze,PCC,20,22,94.02,0
DEN,dry-freeze,PCC,20,23,91.37,0
DEN,dry-freeze,PCC,20,24,78.11,0
DEN,dry-freeze,PCC,20,25,89.47,0
DEN,dry-freeze,PCC,20,26,73.75,0
DEN,dry-freeze,PCC,20,27,67.78,0
DEN,dry-freeze,PCC,20,28,100.0,1
DEN,dry-freeze,PCC,20,29,95.48,0
DEN,dry-freeze,PCC,20,30,89.78,0
SEA,wet-no-freeze,AC,21,0,90.51,0
SEA,wet-no-freeze,AC,21,1,90.66,0
SEA,wet-no-freeze,AC,21,2,95.16,0
SEA,wet-no-freeze,AC,21,3,90.27,0
SEA,wet-no-freeze,AC,21,4,88.1,0
SEA,wet-no-freeze,AC,21,5,72.63,0
SEA,wet-no-freeze,AC,21,6,64.12,0
SEA,wet-no-freeze,AC,21,7,99.37,1
SEA,wet-no-freeze,AC,21,8,95.99,0
SEA,wet-no-freeze,AC,21,9,95.55,0
SEA,wet-no-freeze,AC,21,10,78.67,0
SEA,wet-no-freeze,AC,21,11,89.26,0
SEA,wet-no-freeze,AC,21,12,75.56,0
SEA,wet-no-freeze,AC,21,13,71.16,0
SEA,wet-no-freeze,AC,21,14,94.94,1
SEA,wet-no-freeze,AC,21,15,85.33,0
SEA,wet-no-freeze,AC,21,16,91.0,0
SEA,wet-no-freeze,AC,21,17,81.58,0
SEA,wet-no-freeze,AC,21,18,71.1,0
SEA,wet-no-freeze,AC,21,19,63.8,0
SEA,wet-no-freeze,AC,21,20,62.16,0
SEA,wet-no-freeze,AC,21,21,100.0,1
SEA,wet-no-freeze,AC,21,22,93.57,0
SEA,wet-no-freeze,AC,21,23,81.88,0
SEA,wet-no-freeze,AC,21,24,82.93,0
SEA,wet-no-freeze,AC,21,25,77.0,0
SEA,wet-no-freeze,AC,21,26,59.77,0
SEA,wet-no-freeze,AC,21,27,65.74,0
SEA,wet-no-freeze,AC,21,28,98.85,1
SEA,wet-no-freeze,AC,21,29,95.83,0
SEA,wet-no-freeze,AC,21,30,96.95,0
SEA,wet-no-freeze,AC,22,0,99.5,0
SEA,wet-no-freeze,AC,22,1,87.75,0
SEA,wet-no-freeze,AC,22,2,77.98,0
SEA,wet-no-freeze,AC,22,3,91.31,0
SEA,wet-no-freeze,AC,22,4,74.81,0
SEA,wet-no-freeze,AC,22,5,69.4,0
SEA,wet-no-freeze,AC,22,6,63.06,0
SEA,wet-no-freeze,AC,22,7,100.0,1
SEA,wet-no-freeze,AC,22,8,95.52,0
SEA,wet-no-freeze,AC,22,9,87.35,0
SEA,wet-no-freeze,AC,22,10,82.6,0
SEA,wet-no-freeze,AC,22,11,80.52,0
SEA,wet-no-freeze,AC,22,12,73.51,0
SEA,wet-no-freeze,AC,22,13,66.97,0
SEA,wet-no-freeze,AC,22,14,100.0,1
SEA,wet-no-freeze,AC,22,15,94.45,0
SEA,wet-no-freeze,AC,22,16,96.52,0
SEA,wet-no-freeze,AC,22,17,69.1,0
SEA,wet-no-freeze,AC,22,18,84.3,0
SEA,wet-no-freeze,AC,22,19,78.22,0
SEA,wet-no-freeze,AC,22,20,57.45,0
SEA,wet-no-freeze,AC,22,21,98.29,1
SEA,wet-no-freeze,AC,22,22,92.52,0
SEA,wet-no-freeze,AC,22,23,81.1,0
SEA,wet-no-freeze,AC,22,24,78.98,0
SEA,wet-no-freeze,AC,22,25,73.52,0
SEA,wet-no-freeze,AC,22,26,80.58,0
SEA,wet-no-freeze,AC,22,27,72.06,0
SEA,wet-no-freeze,AC,22,28,100.0,1
SEA,wet-no-freeze,AC,22,29,98.52,0
SEA,wet-no-freeze,AC,22,30,81.71,0
SEA,wet-no-freeze,AC,23,0,93.85,0
SEA,wet-no-freeze,AC,23,1,93.12,0
SEA,wet-no-freeze,AC,23,2,79.52,0
SEA,wet-no-freeze,AC,23,3,85.93,0
SEA,wet-no-freeze,AC,23,4,79.02,0
SEA,wet-no-freeze,AC,23,5,72.27,0
SEA,wet-no-freeze,AC,23,6,75.24,0
SEA,wet-no-freeze,AC,23,7,100.0,1
SEA,wet-no-freeze,AC,23,8,92.55,0
SEA,wet-no-freeze,AC,23,9,95.47,0
SEA,wet-no-freeze,AC,23,10,78.46,0
SEA,wet-no-freeze,AC,23,11,81.42,0
SEA,wet-no-freeze,AC,23,12,75.97,0
SEA,wet-no-freeze,AC,23,13,66.77,0
SEA,wet-no-freeze,AC,23,14,100.0,1
SEA,wet-no-freeze,AC,23,15,87.26,0
SEA,wet-no-freeze,AC,23,16,94.6,0
SEA,wet-no-freeze,AC,23,17,84.97,0
SEA,wet-no-freeze,AC,23,18,77.23,0
SEA,wet-no-freeze,AC,23,19,80.65,0
SEA,wet-no-freeze,AC,23,20,66.29,0
SEA,wet-no-freeze,AC,23,21,92.96,1
SEA,wet-no-freeze,AC,23,22,86.55,0
SEA,wet-no-freeze,AC,23,23,91.46,0
SEA,wet-no-freeze,AC,23,24,76.57,0
SEA,wet-no-freeze,AC,23,25,84.94,0
SEA,wet-no-freeze,AC,23,26,60.69,0
SEA,wet-no-freeze,AC,23,27,72.95,0
SEA,wet-no-freeze,AC,23,28,100.0,1
SEA,wet-no-freeze,AC,23,29,94.18,0
SEA,wet-no-freeze,AC,23,30,86.68,0
SEA,wet-no-freeze,AC,24,0,99.39,0
SEA,wet-no-freeze,AC,24,1,94.3,0
SEA,wet-no-freeze,AC,24,2,97.4,0
SEA,wet-no-freeze,AC,24,3,88.1,0
SEA,wet-no-freeze,AC,24,4,82.98,0
SEA,wet-no-freeze,AC,24,5,77.53,0
SEA,wet-no-freeze,AC,24,6,76.06,0
SEA,wet-no-freeze,AC,24,7,100.0,1
SEA,wet-no-freeze,AC,24,8,86.79,0
SEA,wet-no-freeze,AC,24,9,82.93,0
SEA,wet-no-freeze,AC,24,10,86.66,0
SEA,wet-no-freeze,AC,24,11,78.97,0
SEA,wet-no-freeze,AC,24,12,73.38,0
SEA,wet-no-freeze,AC,24,13,71.35,0
SEA,wet-no-freeze,AC,24,14,100.0,1
SEA,wet-no-freeze,AC,24,15,93.34,0
SEA,wet-no-freeze,AC,24,16,88.04,0
SEA,wet-no-freeze,AC,24,17,89.0,0
SEA,wet-no-freeze,AC,24,18,79.92,0
SEA,wet-no-freeze,AC,24,19,81.46,0
SEA,wet-no-freeze,AC,24,20,66.61,0
SEA,wet-no-freeze,AC,24,21,100.0,1
SEA,wet-no-freeze,AC,24,22,94.6,0
SEA,wet-no-freeze,AC,24,23,87.51,0
SEA,wet-no-freeze,AC,24,24,84.54,0
SEA,wet-no-freeze,AC,24,25,83.75,0
SEA,wet-no-freeze,AC,24,26,73.17,0
SEA,wet-no-freeze,AC,24,27,53.16,0
SEA,wet-no-freeze,AC,24,28,93.6,1
SEA,wet-no-freeze,AC,24,29,89.01,0
SEA,wet-no-freeze,AC,24,30,85.65,0
SEA,wet-no-freeze,AC,25,0,98.52,0
SEA,wet-no-freeze,AC,25,1,88.35,0
SEA,wet-no-freeze,AC,25,2,90.04,0
SEA,wet-no-freeze,AC,25,3,83.01,0
SEA,wet-no-freeze,AC,25,4,77.68,0
SEA,wet-no-freeze,AC,25,5,69.6,0
SEA,wet-no-freeze,AC,25,6,66.46,0
SEA,wet-no-freeze,AC,25,7,93.24,1
SEA,wet-no-freeze,AC,25,8,90.81,0
SEA,wet-no-freeze,AC,25,9,98.02,0
SEA,wet-no-freeze,AC,25,10,82.74,0
SEA,wet-no-freeze,AC,25,11,97.8,0
SEA,wet-no-freeze,AC,25,12,83.85,0
SEA,wet-no-freeze,AC,25,13,77.32,0
SEA,wet-no-freeze,AC,25,14,95.71,1
SEA,wet-no-freeze,AC,25,15,99.08,0
SEA,wet-no-freeze,AC,25,16,85.37,0
SEA,wet-no-freeze,AC,25,17,85.21,0
SEA,wet-no-freeze,AC,25,18,91.04,0
SEA,wet-no-freeze,AC,25,19,72.06,0
SEA,wet-no-freeze,AC,25,20,71.82,0
SEA,wet-no-freeze,AC,25,21,96.48,1
SEA,wet-no-freeze,AC,25,22,95.2,0
SEA,wet-no-freeze,AC,25,23,98.36,0
SEA,wet-no-freeze,AC,25,24,80.81,0
SEA,wet-no-freeze,AC,25,25,87.47,0
SEA,wet-no-freeze,AC,25,26,74.66,0
SEA,wet-no-freeze,AC,25,27,60.47,0
SEA,wet-no-freeze,AC,25,28,100.0,1
SEA,wet-no-freeze,AC,25,29,99.38,0
SEA,wet-no-freeze,AC,25,30,90.82,0
SEA,wet-no-freeze,PCC,26,0,87.95,0
SEA,wet-no-freeze,PCC,26,1,87.48,0
SEA,wet-no-freeze,PCC,26,2,84.41,0
SEA,wet-no-freeze,PCC,26,3,82.6,0
SEA,wet-no-freeze,PCC,26,4,83.39,0
SEA,wet-no-freeze,PCC,26,5,76.79,0
SEA,wet-no-freeze,PCC,26,6,66.74,0
SEA,wet-no-freeze,PCC,26,7,100.0,1
SEA,wet-no-freeze,PCC,26,8,100.0,0
SEA,wet-no-freeze,PCC,26,9,97.13,0
SEA,wet-no-freeze,PCC,26,10,97.37,0
SEA,wet-no-freeze,PCC,26,11,92.07,0
SEA,wet-no-freeze,PCC,26,12,85.59,0
SEA,wet-no-freeze,PCC,26,13,79.47,0
SEA,wet-no-freeze,PCC,26,14,91.7,1
SEA,wet-no-freeze,PCC,26,15,98.44,0
SEA,wet-no-freeze,PCC,26,16,91.82,0
SEA,wet-no-freeze,PCC,26,17,86.65,0
SEA,wet-no-freeze,PCC,26,18,74.36,0
SEA,wet-no-freeze,PCC,26,19,69.9,0
SEA,wet-no-freeze,PCC,26,20,74.24,0
SEA,wet-no-freeze,PCC,26,21,99.8,1
SEA,wet-no-freeze,PCC,26,22,97.12,0
SEA,wet-no-freeze,PCC,26,23,88.19,0
SEA,wet-no-freeze,PCC,26,24,82.39,0
SEA,wet-no-freeze,PCC,26,25,80.09,0
SEA,wet-no-freeze,PCC,26,26,67.91,0
SEA,wet-no-freeze,PCC,26,27,65.6,0
SEA,wet-no-freeze,PCC,26,28,97.69,1
SEA,wet-no-freeze,PCC,26,29,91.6,0
SEA,wet-no-freeze,PCC,26,30,85.01,0
SEA,wet-no-freeze,PCC,27,0,96.1,0
SEA,wet-no-freeze,PCC,27,1,90.43,0
SEA,wet-no-freeze,PCC,27,2,96.59,0
SEA,wet-no-freeze,PCC,27,3,82.78,0
SEA,wet-no-freeze,PCC,27,4,81.6,0
SEA,wet-no-freeze,PCC,27,5,76.29,0
SEA,wet-no-freeze,PCC,27,6,82.75,0
SEA,wet-no-freeze,PCC,27,7,100.0,1
SEA,wet-no-freeze,PCC,27,8,100.0,0
SEA,wet-no-freeze,PCC,27,9,84.77,0
SEA,wet-no-freeze,PCC,27,10,88.53,0
SEA,wet-no-freeze,PCC,27,11,85.72,0
SEA,wet-no-freeze,PCC,27,12,77.43,0
SEA,wet-no-freeze,PCC,27,13,78.11,0
SEA,wet-no-freeze,PCC,27,14,97.41,1
SEA,wet-no-freeze,PCC,27,15,100.0,0
SEA,wet-no-freeze,PCC,27,16,100.0,0
SEA,wet-no-freeze,PCC,27,17,87.59,0
SEA,wet-no-freeze,PCC,27,18,83.13,0
SEA,wet-no-freeze,PCC,27,19,88.84,0
SEA,wet-no-freeze,PCC,27,20,86.29,0
SEA,wet-no-freeze,PCC,27,21,97.39,1
SEA,wet-no-freeze,PCC,27,22,90.96,0
SEA,wet-no-freeze,PCC,27,23,85.18,0
SEA,wet-no-freeze,PCC,27,24,74.39,0
SEA,wet-no-freeze,PCC,27,25,69.61,0
SEA,wet-no-freeze,PCC,27,26,62.1,0
SEA,wet-no-freeze,PCC,27,27,57.43,0
SEA,wet-no-freeze,PCC,27,28,99.83,1
SEA,wet-no-freeze,PCC,27,29,96.37,0
SEA,wet-no-freeze,PCC,27,30,99.02,0
SEA,wet-no-freeze,PCC,28,0,90.26,0
SEA,wet-no-freeze,PCC,28,1,96.5,0
SEA,wet-no-freeze,PCC,28,2,86.16,0
SEA,wet-no-freeze,PCC,28,3,81.63,0
SEA,wet-no-freeze,PCC,28,4,82.68,0
SEA,wet-no-freeze,PCC,28,5,69.59,0
SEA,wet-no-freeze,PCC,28,6,72.82,0
SEA,wet-no-freeze,PCC,28,7,100.0,1
SEA,wet-no-freeze,PCC,28,8,98.24,0
SEA,wet-no-freeze,PCC,28,9,94.52,0
SEA,wet-no-freeze,PCC,28,10,100.0,0
SEA,wet-no-freeze,PCC,28,11,82.58,0
SEA,wet-no-freeze,PCC,28,12,78.22,0
SEA,wet-no-freeze,PCC,28,13,72.16,0
SEA,wet-no-freeze,PCC,28,14,97.22,1
SEA,wet-no-freeze,PCC,28,15,92.73,0
SEA,wet-no-freeze,PCC,28,16,96.41,0
SEA,wet-no-freeze,PCC,28,17,93.64,0
SEA,wet-no-freeze,PCC,28,18,77.28,0
SEA,wet-no-freeze,PCC,28,19,70.06,0
SEA,wet-no-freeze,PCC,28,20,71.66,0
SEA,wet-no-freeze,PCC,28,21,97.24,1
SEA,wet-no-freeze,PCC,28,22,98.14,0
SEA,wet-no-freeze,PCC,28,23,91.49,0
SEA,wet-no-freeze,PCC,28,24,78.37,0
SEA,wet-no-freeze,PCC,28,25,86.71,0
SEA,wet-no-freeze,PCC,28,26,83.12,0
SEA,wet-no-freeze,PCC,28,27,65.82,0
SEA,wet-no-freeze,PCC,28,28,98.06,1
SEA,wet-no-freeze,PCC,28,29,93.91,0
SEA,wet-no-freeze,PCC,28,30,87.89,0
SEA,wet-no-freeze,PCC,29,0,99.35,0
SEA,wet-no-freeze,PCC,29,1,100.0,0
SEA,wet-no-freeze,PCC,29,2,89.12,0
SEA,wet-no-freeze,PCC,29,3,82.76,0
SEA,wet-no-freeze,PCC,29,4,75.1,0
SEA,wet-no-freeze,PCC,29,5,74.09,0
SEA,wet-no-freeze,PCC,29,6,72.82,0
SEA,wet-no-freeze,PCC,29,7,100.0,1
SEA,wet-no-freeze,PCC,29,8,94.28,0
SEA,wet-no-freeze,PCC,29,9,93.55,0
SEA,wet-no-freeze,PCC,29,10,86.48,0
SEA,wet-no-freeze,PCC,29,11,88.48,0
SEA,wet-no-freeze,PCC,29,12,90.17,0
SEA,wet-no-freeze,PCC,29,13,72.06,0
SEA,wet-no-freeze,PCC,29,14,97.55,1
SEA,wet-no-freeze,PCC,29,15,98.71,0
SEA,wet-no-freeze,PCC,29,16,91.76,0
SEA,wet-no-freeze,PCC,29,17,93.84,0
SEA,wet-no-freeze,PCC,29,18,84.1,0
SEA,wet-no-freeze,PCC,29,19,74.46,0
SEA,wet-no-freeze,PCC,29,20,74.29,0
SEA,wet-no-freeze,PCC,29,21,100.0,1
SEA,wet-no-freeze,PCC,29,22,100.0,0
SEA,wet-no-freeze,PCC,29,23,91.82,0
SEA,wet-no-freeze,PCC,29,24,87.86,0
SEA,wet-no-freeze,PCC,29,25,83.32,0
SEA,wet-no-freeze,PCC,29,26,80.63,0
SEA,wet-no-freeze,PCC,29,27,70.51,0
SEA,wet-no-freeze,PCC,29,28,99.16,1
SEA,wet-no-freeze,PCC,29,29,95.07,0
SEA,wet-no-freeze,PCC,29,30,93.88,0
SEA,wet-no-freeze,PCC,30,0,92.1,0
SEA,wet-no-freeze,PCC,30,1,95.11,0
SEA,wet-no-freeze,PCC,30,2,86.25,0
SEA,wet-no-freeze,PCC,30,3,82.77,0
SEA,wet-no-freeze,PCC,30,4,86.2,0
SEA,wet-no-freeze,PCC,30,5,76.79,0
SEA,wet-no-freeze,PCC,30,6,72.73,0
SEA,wet-no-freeze,PCC,30,7,93.2,1
SEA,wet-no-freeze,PCC,30,8,97.88,0
SEA,wet-no-freeze,PCC,30,9,93.1,0
SEA,wet-no-freeze,PCC,30,10,95.0,0
SEA,wet-no-freeze,PCC,30,11,77.02,0
SEA,wet-no-freeze,PCC,30,12,76.24,0
SEA,wet-no-freeze,PCC,30,13,71.05,0
SEA,wet-no-freeze,PCC,30,14,100.0,1
SEA,wet-no-freeze,PCC,30,15,95.12,0
SEA,wet-no-freeze,PCC,30,16,90.63,0
SEA,wet-no-freeze,PCC,30,17,87.52,0
SEA,wet-no-freeze,PCC,30,18,79.47,0
SEA,wet-no-freeze,PCC,30,19,72.4,0
SEA,wet-no-freeze,PCC,30,20,71.64,0
SEA,wet-no-freeze,PCC,30,21,100.0,1
SEA,wet-no-freeze,PCC,30,22,89.34,0
SEA,wet-no-freeze,PCC,30,23,88.06,0
SEA,wet-no-freeze,PCC,30,24,78.73,0
SEA,wet-no-freeze,PCC,30,25,84.34,0
SEA,wet-no-freeze,PCC,30,26,65.4,0
SEA,wet-no-freeze,PCC,30,27,65.61,0
SEA,wet-no-freeze,PCC,30,28,100.0,1
SEA,wet-no-freeze,PCC,30,29,100.0,0
SEA,wet-no-freeze,PCC,30,30,87.97,0
ORD,wet-freeze,AC,31,0,92.64,0
ORD,wet-freeze,AC,31,1,100.0,0
ORD,wet-freeze,AC,31,2,80.92,0
ORD,wet-freeze,AC,31,3,71.42,0
ORD,wet-freeze,AC,31,4,79.47,0
ORD,wet-freeze,AC,31,5,71.24,0
ORD,wet-freeze,AC,31,6,62.52,0
ORD,wet-freeze,AC,31,7,100.0,1
ORD,wet-freeze,AC,31,8,98.01,0
ORD,wet-freeze,AC,31,9,87.4,0
ORD,wet-freeze,AC,31,10,77.43,0
ORD,wet-freeze,AC,31,11,81.3,0
ORD,wet-freeze,AC,31,12,75.33,0
ORD,wet-freeze,AC,31,13,65.4,0
ORD,wet-freeze,AC,31,14,100.0,1
ORD,wet-freeze,AC,31,15,87.11,0
ORD,wet-freeze,AC,31,16,76.52,0
ORD,wet-freeze,AC,31,17,74.72,0
ORD,wet-freeze,AC,31,18,74.17,0
ORD,wet-freeze,AC,31,19,69.6,0
ORD,wet-freeze,AC,31,20,60.75,0
ORD,wet-freeze,AC,31,21,100.0,1
ORD,wet-freeze,AC,31,22,85.37,0
ORD,wet-freeze,AC,31,23,90.45,0
ORD,wet-freeze,AC,31,24,76.51,0
ORD,wet-freeze,AC,31,25,75.78,0
ORD,wet-freeze,AC,31,26,65.51,0
ORD,wet-freeze,AC,31,27,58.41,0
ORD,wet-freeze,AC,31,28,100.0,1
ORD,wet-freeze,AC,31,29,95.47,0
ORD,wet-freeze,AC,31,30,88.5,0
ORD,wet-freeze,AC,32,0,100.0,0
ORD,wet-freeze,AC,32,1,93.19,0
ORD,wet-freeze,AC,32,2,88.7,0
ORD,wet-freeze,AC,32,3,80.68,0
ORD,wet-freeze,AC,32,4,82.6,0
ORD,wet-freeze,AC,32,5,66.5,0
ORD,wet-freeze,AC,32,6,72.4,0
ORD,wet-freeze,AC,32,7,99.8,1
ORD,wet-freeze,AC,32,8,85.75,0
ORD,wet-freeze,AC,32,9,86.42,0
ORD,wet-freeze,AC,32,10,77.55,0
ORD,wet-freeze,AC,32,11,80.64,0
ORD,wet-freeze,AC,32,12,66.73,0
ORD,wet-freeze,AC,32,13,61.11,0
ORD,wet-freeze,AC,32,14,90.55,1
ORD,wet-freeze,AC,32,15,89.95,0
ORD,wet-freeze,AC,32,16,76.32,0
ORD,wet-freeze,AC,32,17,76.59,0
ORD,wet-freeze,AC,32,18,81.68,0
ORD,wet-freeze,AC,32,19,73.79,0
ORD,wet-freeze,AC,32,20,63.6,0
ORD,wet-freeze,AC,32,21,95.17,1
ORD,wet-freeze,AC,32,22,91.98,0
ORD,wet-freeze,AC,32,23,85.91,0
ORD,wet-freeze,AC,32,24,75.47,0
ORD,wet-freeze,AC,32,25,81.53,0
ORD,wet-freeze,AC,32,26,70.02,0
ORD,wet-freeze,AC,32,27,58.2,0
ORD,wet-freeze,AC,32,28,100.0,1
ORD,wet-freeze,AC,32,29,92.91,0
ORD,wet-freeze,AC,32,30,72.52,0
ORD,wet-freeze,AC,33,0,96.14,0
ORD,wet-freeze,AC,33,1,87.75,0
ORD,wet-freeze,AC,33,2,82.34,0
ORD,wet-freeze,AC,33,3,81.74,0
ORD,wet-freeze,AC,33,4,89.04,0
ORD,wet-freeze,AC,33,5,78.31,0
ORD,wet-freeze,AC,33,6,67.13,0
ORD,wet-freeze,AC,33,7,100.0,1
ORD,wet-freeze,AC,33,8,100.0,0
ORD,wet-freeze,AC,33,9,94.0,0
ORD,wet-freeze,AC,33,10,86.3,0
ORD,wet-freeze,AC,33,11,75.59,0
ORD,wet-freeze,AC,33,12,76.34,0
ORD,wet-freeze,AC,33,13,70.66,0
ORD,wet-freeze,AC,33,14,100.0,1
ORD,wet-freeze,AC,33,15,95.19,0
ORD,wet-freeze,AC,33,16,92.98,0
ORD,wet-freeze,AC,33,17,79.24,0
ORD,wet-freeze,AC,33,18,83.69,0
ORD,wet-freeze,AC,33,19,73.26,0
ORD,wet-freeze,AC,33,20,79.0,0
ORD,wet-freeze,AC,33,21,96.55,1
ORD,wet-freeze,AC,33,22,100.0,0
ORD,wet-freeze,AC,33,23,84.4,0
ORD,wet-freeze,AC,33,24,72.7,0
ORD,wet-freeze,AC,33,25,68.58,0
ORD,wet-freeze,AC,33,26,63.08,0
ORD,wet-freeze,AC,33,27,60.94,0
ORD,wet-freeze,AC,33,28,100.0,1
ORD,wet-freeze,AC,33,29,89.51,0
ORD,wet-freeze,AC,33,30,84.39,0
ORD,wet-freeze,AC,34,0,100.0,0
ORD,wet-freeze,AC,34,1,100.0,0
ORD,wet-freeze,AC,34,2,87.69,0
ORD,wet-freeze,AC,34,3,82.34,0
ORD,wet-freeze,AC,34,4,78.5,0
ORD,wet-freeze,AC,34,5,76.25,0
ORD,wet-freeze,AC,34,6,64.53,0
ORD,wet-freeze,AC,34,7,98.71,1
ORD,wet-freeze,AC,34,8,85.91,0
ORD,wet-freeze,AC,34,9,90.49,0
ORD,wet-freeze,AC,34,10,83.97,0
ORD,wet-freeze,AC,34,11,73.9,0
ORD,wet-freeze,AC,34,12,76.49,0
ORD,wet-freeze,AC,34,13,56.33,0
ORD,wet-freeze,AC,34,14,92.68,1
ORD,wet-freeze,AC,34,15,96.2,0
ORD,wet-freeze,AC,34,16,94.0,0
ORD,wet-freeze,AC,34,17,90.29,0
ORD,wet-freeze,AC,34,18,72.41,0
ORD,wet-freeze,AC,34,19,76.26,0
ORD,wet-freeze,AC,34,20,64.16,0
ORD,wet-freeze,AC,34,21,99.14,1
ORD,wet-freeze,AC,34,22,97.83,0
ORD,wet-freeze,AC,34,23,88.14,0
ORD,wet-freeze,AC,34,24,71.42,0
ORD,wet-freeze,AC,34,25,78.65,0
ORD,wet-freeze,AC,34,26,71.05,0
ORD,wet-freeze,AC,34,27,55.13,0
ORD,wet-freeze,AC,34,28,100.0,1
ORD,wet-freeze,AC,34,29,94.61,0
ORD,wet-freeze,AC,34,30,85.67,0
ORD,wet-freeze,AC,35,0,91.6,0
ORD,wet-freeze,AC,35,1,85.13,0
ORD,wet-freeze,AC,35,2,82.79,0
ORD,wet-freeze,AC,35,3,82.36,0
ORD,wet-freeze,AC,35,4,73.8,0
ORD,wet-freeze,AC,35,5,62.49,0
ORD,wet-freeze,AC,35,6,62.7,0
ORD,wet-freeze,AC,35,7,85.76,1
ORD,wet-freeze,AC,35,8,100.0,0
ORD,wet-freeze,AC,35,9,81.7,0
ORD,wet-freeze,AC,35,10,82.81,0
ORD,wet-freeze,AC,35,11,72.51,0
ORD,wet-freeze,AC,35,12,68.2,0
ORD,wet-freeze,AC,35,13,76.06,0
ORD,wet-freeze,AC,35,14,97.66,1
ORD,wet-freeze,AC,35,15,94.54,0
ORD,wet-freeze,AC,35,16,88.13,0
ORD,wet-freeze,AC,35,17,86.52,0
ORD,wet-freeze,AC,35,18,78.33,0
ORD,wet-freeze,AC,35,19,63.27,0
ORD,wet-freeze,AC,35,20,68.52,0
ORD,wet-freeze,AC,35,21,97.53,1
ORD,wet-freeze,AC,35,22,83.63,0
ORD,wet-freeze,AC,35,23,81.09,0
ORD,wet-freeze,AC,35,24,85.3,0
ORD,wet-freeze,AC,35,25,73.89,0
ORD,wet-freeze,AC,35,26,61.38,0
ORD,wet-freeze,AC,35,27,53.31,0
ORD,wet-freeze,AC,35,28,98.39,1
ORD,wet-freeze,AC,35,29,100.0,0
ORD,wet-freeze,AC,35,30,87.1,0
ORD,wet-freeze,PCC,36,0,99.49,0
ORD,wet-freeze,PCC,36,1,96.17,0
ORD,wet-freeze,PCC,36,2,89.45,0
ORD,wet-freeze,PCC,36,3,80.62,0
ORD,wet-freeze,PCC,36,4,75.06,0
ORD,wet-freeze,PCC,36,5,70.4,0
ORD,wet-freeze,PCC,36,6,64.18,0
ORD,wet-freeze,PCC,36,7,100.0,1
ORD,wet-freeze,PCC,36,8,93.38,0
ORD,wet-freeze,PCC,36,9,90.61,0
ORD,wet-freeze,PCC,36,10,82.26,0
ORD,wet-freeze,PCC,36,11,76.94,0
ORD,wet-freeze,PCC,36,12,63.8,0
ORD,wet-freeze,PCC,36,13,73.35,0
ORD,wet-freeze,PCC,36,14,100.0,1
ORD,wet-freeze,PCC,36,15,99.79,0
ORD,wet-freeze,PCC,36,16,74.17,0
ORD,wet-freeze,PCC,36,17,92.95,0
ORD,wet-freeze,PCC,36,18,76.04,0
ORD,wet-freeze,PCC,36,19,75.49,0
ORD,wet-freeze,PCC,36,20,57.44,0
ORD,wet-freeze,PCC,36,21,100.0,1
ORD,wet-freeze,PCC,36,22,90.48,0
ORD,wet-freeze,PCC,36,23,87.84,0
ORD,wet-freeze,PCC,36,24,96.64,0
ORD,wet-freeze,PCC,36,25,78.52,0
ORD,wet-freeze,PCC,36,26,74.36,0
ORD,wet-freeze,PCC,36,27,69.88,0
ORD,wet-freeze,PCC,36,28,100.0,1
ORD,wet-freeze,PCC,36,29,95.48,0
